,NY.GDP.MKTP.CD,SP.POP.TOTL,NV.AGR.TOTL.ZS,NV.IND.TOTL.ZS,NV.SRV.TOTL.ZS,alpha-2
93,849878424.225986,1522603.0,45.0880467997574,13.1417428629181,39.3650642664352,GW
94,3432913073.24154,749430.0,28.5284323037662,24.9027270750604,41.5645777782864,GY
95,11859315078.7902,9949318.0,20.2326950876929,23.5332687261618,52.5004487393192,HT
96,,,,,,HM
97,,,,,,VA
98,15729649158.5883,8317467.0,11.5912204379757,25.5871307044098,60.6354456940853,HN
99,228637697575.04,7024200.0,0.0533684018528068,6.83582798711052,90.9132977393866,HK
100,132231134158.608,10000023.0,3.03288835497418,25.1892727609098,56.6767138142758,HU
101,13751161917.7398,318041.0,6.29259972613893,22.0477647359607,61.8864348170265,IS
102,1675615335600.56,1234281163.0,17.0265090139755,30.725078228098,45.0337495626191,IN
103,755094160363.071,241834226.0,13.929212707137,42.7758663362749,40.6659902908934,ID
104,486807615326.147,73762519.0,6.49939072557201,44.2093794197457,51.1373145239641,IR
105,138516722649.573,29741977.0,5.16228354680036,55.7934951548678,39.6860480275684,IQ
106,221659742984.75,4560155.0,0.95470225301197,23.3435416785794,66.6828052329585,IE
107,5920177688.50433,84856.0,,,,IM
108,234654589559.973,7623600.0,1.57320059548492,20.8324427336643,66.8198555085991,IL
109,2134017843247.16,59277417.0,1.77551453832278,21.8657608357681,66.313973852083,IT
110,13220556882.7046,2810464.0,5.26899732039303,17.9863304478474,66.5416067752678,JM
111,5759071769013.11,128070000.0,1.10828108130349,28.3359701667911,70.5441965333058,JP
112,,,,,,JE
113,27133804225.3521,7261541.0,3.57519161301886,26.2668281200712,59.1152811256018,JO
114,148047348240.643,16321872.0,4.51052752955614,40.6024221199984,51.6800394874896,KZ
115,45405587556.7313,42030684.0,17.5677598863696,18.5746727706851,56.99824606755,KE
116,156120439.254831,102930.0,24.0643803447097,11.8630328294739,63.5428061323684,KI
117,,24548840.0,,,,KP
118,1144066965324.49,49554112.0,2.1440163216522,34.116775965605,54.6983573101453,KR
119,115419399860.433,2991884.0,0.451341023966722,66.065382475997,47.0410408957895,KW
120,4794357795.07139,5447900.0,17.4482561772443,26.2652737926744,49.3384967869844,KG
121,7131773632.71369,6249168.0,22.5957941342727,30.4660210862817,43.5714766168191,LA
122,23956163076.5575,2097555.0,4.05728002795226,20.4458043407832,64.4882844850558,LV
123,38443907042.3002,4953064.0,3.86195936744199,13.8093762064963,71.8617767350324,LB
124,2234731973.55119,1995575.0,4.86222372652748,31.4636656534879,53.8438713769856,LS
125,1998000000.0,3891357.0,44.80003003003,4.99961461461461,50.1995995995996,LR
126,74773444900.5368,6197667.0,,,,LY
127,5082366478.08994,35996.0,,,,LI
128,37128694028.243,3097282.0,3.02379271503829,26.1980978484105,60.7263016798309,LT
129,56159192758.3285,506953.0,0.268412058048641,10.997972653402,78.9069308415746,LU
130,28241858488.9155,538215.0,,4.80847090890587,93.9786811329354,MO
131,9982711338.11125,21151640.0,29.0780963482404,18.0075205567159,48.7541183084061,MG
132,6959655570.89098,14539609.0,29.6148722529818,15.2147983893606,47.9398198628978,MW
133,255016609232.871,28208028.0,10.0899159275121,40.4989323548818,48.4772970196023,MY
134,2588176054.6875,365730.0,5.63412062612204,9.43175580619357,77.6940061871214,MV
135,10689167195.3375,15049352.0,33.0168300296146,22.7340493055412,35.4532166092292,ML
136,9035932122.49768,414508.0,1.26561305258268,17.5662632062931,69.3020805353018,MT
137,160407100.0,56361.0,11.6158199979926,13.6541337634057,71.4525728599295,MH
138,,,,,,MQ
139,5628882266.37767,3494200.0,16.7330487035243,38.1929057828319,39.9492728035458,MR
140,10003670690.3497,1250400.0,3.64174219127995,22.4719684891072,62.8600746208075,MU
141,,,,,,YT
142,1057801295584.05,114092961.0,3.21915447615495,32.3619104538285,60.3628174693829,MX
143,296944100.0,102916.0,24.7460043826431,7.23546957154562,60.7211256260017,FM
144,6974960345.3712,2861487.0,11.1612575161509,20.4338915841538,54.5367179328582,MD
145,5367625613.15127,35609.0,,12.9233600079036,87.0751827702035,MC
146,7189481824.07288,2719902.0,11.7325631980129,33.1942474892146,44.8404932199456,MN
147,4143033275.88493,619428.0,7.67808287121331,17.1484021260188,58.6420871078913,ME
148,,,,,,MS
149,93216746661.5977,32343384.0,12.9435245416913,25.6573849385183,51.0359101939273,MA
150,11104648673.0016,23531567.0,26.8457659680012,16.4329297124706,46.9588167464875,MZ
151,37796052938.7278,50600827.0,37.4304895600162,25.5773333218951,36.9921765751328,MM
152,47564520.3910861,10009.0,,,,NR
153,16002656434.4746,27013207.0,33.1793784908122,14.2007622567226,46.3988379106184,NP
154,846554894931.084,16615394.0,1.77850926254758,19.6942365849118,68.372635863996,NL
155,9364350064.99003,249750.0,1.34474139086715,26.1623678837555,64.8758531426138,NC
156,146517541181.254,4350700.0,6.587915924895,21.1756548081557,64.3988944733503,NZ
157,8758592272.10579,5824058.0,16.9826950778164,21.9687888449187,51.7337956532403,NI
158,7851191899.3408,16464025.0,35.8213879566765,23.0003411876002,35.1075507996062,NE
159,361456622215.721,158503203.0,23.8937040914541,25.3174522378149,50.788843670731,NG
160,,,,,,NU
161,,,,,,NF
162,9407168702.4313,2055004.0,10.1206048077275,21.0422688522191,55.0944897735173,MK
163,799000000.0,53971.0,,,,MP
164,428757038466.841,4889252.0,1.56860233094692,34.7682539584538,52.7255285495271,NO
165,64993498049.4148,3041435.0,1.24729891956783,63.2733093237295,39.9391756702681,OM
166,177165635077.065,179424643.0,23.2815896365345,19.7194846894423,52.8390469735782,PK
167,185943000.0,17954.0,3.81482497324449,9.34135729766649,76.7186180711293,PW
168,9681500000.0,3786161.0,9.00273717915612,18.6262459329649,57.6987037132676,PS
169,29440287581.2675,3642691.0,3.61239677793328,18.381613919571,72.9130105836956,PA
170,14250755231.1257,7310512.0,19.6083871945459,33.1688099630103,44.1440001919056,PG
171,27237782849.6908,6248017.0,13.3207780031997,34.2976172899256,45.3490217665405,PY
172,147528937028.778,29027680.0,6.82799723597835,35.7720066029406,48.9435774885792,PE
173,208368726860.828,93966784.0,13.7488650525343,32.3395560456237,53.9115789018421,PH
174,,,,,,PN
175,479834179020.33,38042794.0,2.85773725432735,28.8583288868738,56.2700609049766,PL
176,237880908317.652,10573100.0,1.93708196098854,19.9500938637987,66.0645589650274,PT
177,98381300000.0,3721525.0,0.83552463730404,50.901238345092,48.5622775873057,PR
178,125122306346.154,1856329.0,0.117906612206567,,,QA
179,,,,,,RE
180,166309355234.589,20246871.0,4.99698683763643,38.0092693767153,46.2363851890535,RO
181,1524917468442.01,142849468.0,3.34389824902913,29.9995882181449,53.120212239735,RU
182,6121234528.98826,10039338.0,24.3279345092466,16.310746576323,49.8786238111367,RW
183,,,,,,BL
184,,,,,,SH
185,760170370.37037,49011.0,1.29941631018388,23.0947253539655,67.4078910185826,KN
186,1486758037.03704,174092.0,2.69917641085686,11.9463011578237,73.8688830459772,LC
187,,37582.0,,,,MF
188,,,,,,PM
189,681225925.925926,108260.0,6.08923998673416,16.4735688926826,63.2030489694505,VC
190,663155954.963744,185944.0,10.4091180584312,17.7715157051393,71.8202050868267,WS
191,1881214370.93994,31221.0,,,,SM
192,196652514.267255,180372.0,11.2620084225482,17.3908355960447,67.1236961222232,ST
193,528207332640.0,27421468.0,2.6402763595935,58.38416941923,39.2242505995666,SA
194,16121314670.9653,12678143.0,15.945261535619,21.7761763055679,52.4270621171615,SN
195,41819468691.8251,7291436.0,6.60245907401239,25.2868525392674,51.6954213697101,RS
196,969936525.298729,89770.0,2.26087740281931,14.018381888082,68.4861512174284,SC
197,2578026297.15912,6415636.0,52.9426802645402,7.7813701706959,35.2610930191085,SL
198,239809387605.427,5076732.0,0.0361795717843379,26.6366362968266,67.8427219271142,SG
199,,34056.0,,,,SX
200,90712671900.5229,5391428.0,1.56976102880119,30.5898566908658,58.4471153589948,SK
201,48161250405.2468,2048583.0,1.89386405075428,26.5060887705994,58.7564554734751,SI
202,846797693.595387,527861.0,,,,SB
203,,12043886.0,,,,SO
204,417365076968.257,51216967.0,2.10778749314158,25.3034630993363,64.2752626096743,ZA
205,,,,,,GS
206,14602072410.9506,9508372.0,5.29379348275505,61.1436996609911,33.5625068562538,SS
207,1420722034063.0,46576897.0,2.43113463203907,23.1597758571989,66.2773408258903,ES
208,56725749221.9043,20261738.0,8.49614027763446,26.64414583667,54.6383534931217,LK
209,58962978034.4828,34545014.0,31.8522211122842,21.1420469221691,30.8333184053026,SD
210,4368398047.64333,529126.0,9.47219211206537,35.1705161344117,48.2448094721921,SR
211,,,,,,SJ
212,495812558843.31,9378126.0,1.64940993362121,23.7527287054638,62.8301415303025,SE
213,603434493402.679,7824909.0,0.657905123906996,24.9218647260993,70.8447395181544,CH
214,252518218262.806,21362541.0,19.4389732007252,30.4265241661983,50.1345026330765,SY
215,,,,,,TW
216,5642178579.58438,7527397.0,19.5866775137511,24.9766261519968,45.0918966612836,TJ
217,32014249841.4151,44346532.0,25.5824068871018,23.556173656799,43.316228247944,TZ
218,341104820155.464,67195032.0,10.5221756369849,39.9217256985357,49.5560986644794,TH
219,881827800.0,1093517.0,25.6001681961036,9.13352924459855,68.9342749230632,TL
220,3429461495.41335,6421674.0,28.7392988771143,14.9790144017425,56.2816867211432,TG
221,,,,,,TK
222,366840012.442325,103981.0,16.440019519566,18.0380461948929,53.5945919552876,TO
223,22157948396.2042,1328144.0,0.52014610527508,53.8139564515672,45.5105190135062,TT
224,46206331261.1019,10635245.0,6.84607483853288,29.5237371659679,55.8975441023104,TN
225,776992599946.766,72326992.0,8.9669281343332,24.4901518196324,54.5443170487086,TR
226,22583157894.7368,5087211.0,11.3405425561667,59.1311643516361,28.1435350051273,TM
227,686787810.0,32658.0,0.611309627059339,11.9363359113785,83.4178754570498,TC
228,31823518.6204366,10521.0,26.7481408889145,5.57445091370266,,TV
229,26673441667.2778,32428164.0,32.3004341268311,24.6778622720021,44.7849586283306,UG
230,141209864408.488,45870741.0,7.40220509822994,25.6492814021248,55.4893203103736,UA
231,289787338325.391,8549998.0,0.763452742040359,52.5308621988942,46.7057368047177,AE
232,2491110093454.18,62766365.0,0.602160408635432,18.8869212471196,70.6144728150131,GB
233,14992052727000.0,309327143.0,1.04248133891985,19.3552915457272,76.2062985572636,US
234,,,,,,UM
235,40284481651.9021,3359273.0,7.20206450219158,24.5288557130516,58.2442690740022,UY
236,49765676402.4495,28562400.0,26.9220273127255,21.2295148101409,39.8595567411616,UZ
237,670713208.084552,236216.0,19.5427410917595,12.8730998830697,61.7284140562496,VU
238,393192354510.653,28439942.0,5.37526516550554,48.4086022795909,39.031863218742,VE
239,115931749697.241,87967655.0,18.3784805832532,32.1318937375917,36.9424717818102,VN
240,,27796.0,,,,VG
241,4324000000.0,108357.0,,,,VI
242,,,,,,WF
243,,,,,,EH
244,30906749533.221,23154854.0,8.16218141547681,43.7804304183044,27.4165665144813,YE
245,20265559483.8548,13605986.0,9.42094610981773,32.2389147610701,52.8064557009767,ZM
246,12041655200.0,12697728.0,9.60986326863104,20.6937190827387,57.8321425446562,ZW
